DOI,  "DOI_Stub"
10.1007/s10450-022-00355-x, 10.1007s1045002200355x
10.1007/s10450-023-00383-1, 10.1007s10450023003831
10.1007/s10562-011-0731-y, 10.1007s105620110731y
10.1007/s10562-012-0767-7, 10.1007s1056201207677
10.1007/s10570-017-1489-1, 10.1007s1057001714891
10.1007/s10811-016-1040-z, 10.1007s108110161040z
10.1007/s10853-009-3579-4, 10.1007s1085300935794
10.1007/s10853-014-8678-1, 10.1007s1085301486781
10.1007/s10853-015-9289-1, 10.1007s1085301592891
10.1007/s10853-017-0818-y, 10.1007s108530170818y
10.1007/s10853-017-0820-4, 10.1007s1085301708204
10.1007/s10853-017-1463-1, 10.1007s1085301714631
10.1007/s10854-017-6683-2, 10.1007s1085401766832
10.1007/s10904-014-0131-z, 10.1007s109040140131z
10.1007/s10909-013-0864-z, 10.1007s109090130864z
10.1007/s10934-007-9178-3, 10.1007s1093400791783
10.1007/s10934-009-9268-5, 10.1007s1093400992685
10.1007/s10934-010-9371-7, 10.1007s1093401093717
10.1007/s10934-010-9378-0, 10.1007s1093401093780
10.1007/s10934-011-9494-5, 10.1007s1093401194945
10.1007/s10934-012-9612-z, 10.1007s109340129612z
10.1007/s10934-013-9692-4, 10.1007s1093401396924
10.1007/s10934-014-9823-6, 10.1007s1093401498236
10.1007/s10934-014-9883-7, 10.1007s1093401498837
10.1007/s10934-014-9891-7, 10.1007s1093401498917
10.1007/s10934-015-0047-1, 10.1007s1093401500471
10.1007/s10934-015-0060-4, 10.1007s1093401500604
10.1007/s10934-015-0067-x, 10.1007s109340150067x
10.1007/s10934-015-9982-0, 10.1007s1093401599820
10.1007/s10934-015-9992-y, 10.1007s109340159992y
10.1007/s10934-015-9997-6, 10.1007s1093401599976
10.1007/s10934-016-0296-7, 10.1007s1093401602967
10.1007/s10934-016-0308-7, 10.1007s1093401603087
10.1007/s10967-015-4453-2, 10.1007s1096701544532
10.1007/s10967-016-5043-7, 10.1007s1096701650437
10.1007/s10967-017-5598-y, 10.1007s109670175598y
10.1007/s10973-005-0832-1, 10.1007s1097300508321
10.1007/s10973-011-1820-2, 10.1007s1097301118202
10.1007/s10973-013-3293-y, 10.1007s109730133293y
10.1007/s10973-013-3497-1, 10.1007s1097301334971
10.1007/s10973-014-3931-z, 10.1007s109730143931z
10.1007/s10973-015-4721-y, 10.1007s109730154721y
10.1007/s11051-013-2071-x, 10.1007s110510132071x
10.1007/s11090-011-9290-7, 10.1007s1109001192907
10.1007/s11144-015-0877-5, 10.1007s1114401508775
10.1007/s11164-014-1850-z, 10.1007s111640141850z
10.1007/s11164-016-2638-0, 10.1007s1116401626380
10.1007/s11164-017-2874-y, 10.1007s111640172874y
10.1007/s11172-015-0973-8, 10.1007s1117201509738
10.1007/s11224-012-0120-1, 10.1007s1122401201201
10.1007/s11242-014-0373-9, 10.1007s1124201403739
10.1007/s11243-012-9610-7, 10.1007s1124301296107
10.1007/s11243-013-9744-2, 10.1007s1124301397442
10.1007/s11244-006-0025-6, 10.1007s1124400600256
10.1007/s11270-017-3411-8, 10.1007s1127001734118
10.1007/s11270-017-3487-1, 10.1007s1127001734871
10.1007/s11356-015-4330-0, 10.1007s1135601543300
10.1007/s11356-015-5384-8, 10.1007s1135601553848
10.1007/s11356-016-7507-2, 10.1007s1135601675072
10.1007/s11356-016-8015-0, 10.1007s1135601680150
10.1007/s11356-017-0247-0, 10.1007s1135601702470
10.1007/s11356-017-8658-5, 10.1007s1135601786585
10.1007/s11356-017-9128-9, 10.1007s1135601791289
10.1007/s11356-017-9465-8, 10.1007s1135601794658
10.1007/s11356-017-9562-8, 10.1007s1135601795628
10.1007/s11356-017-9606-0, 10.1007s1135601796060
10.1007/s11356-017-9636-7, 10.1007s1135601796367
10.1007/s11426-008-0079-3, 10.1007s1142600800793
10.1007/s11426-010-4107-8, 10.1007s1142601041078
10.1007/s11426-011-4347-2, 10.1007s1142601143472
10.1007/s11426-011-4348-1, 10.1007s1142601143481
10.1007/s11426-011-4356-1, 10.1007s1142601143561
10.1007/s11426-011-4395-7, 10.1007s1142601143957
10.1007/s11426-013-4905-x, 10.1007s114260134905x
10.1007/s11705-019-1893-1, 10.1007s1170501918931
10.1007/s11814-014-0315-9, 10.1007s1181401403159
10.1007/s12039-015-0781-6, 10.1007s1203901507816
10.1007/s12039-015-0820-3, 10.1007s1203901508203
10.1007/s12182-016-0142-1, 10.1007s1218201601421
10.1007/s12221-014-0200-5, 10.1007s1222101402005
10.1007/s12274-014-0438-7, 10.1007s1227401404387
10.1007/s12274-014-0501-4, 10.1007s1227401405014
10.1007/s12665-017-7110-y, 10.1007s126650177110y
10.1007/s13201-016-0381-8, 10.1007s1320101603818
10.1007/s13201-016-0404-5, 10.1007s1320101604045
10.1007/s13369-016-2193-4, 10.1007s1336901621934
10.1007/s13738-013-0347-9, 10.1007s1373801303479
10.1007/s13738-015-0728-3, 10.1007s1373801507283
10.1007/s13762-016-0989-0, 10.1007s1376201609890
10.1007/s40195-013-0105-0, 10.1007s4019501301050
10.1007/s40242-015-5051-0, 10.1007s4024201550510
10.1007/s42452-020-2298-y, 10.1007s424520202298y
10.1016/0008-6223(87)90210-7, 10.10160008622387902107
10.1016/0008-6223(91)90031-d, 10.1016000862239190031d
10.1016/0008-6223(92)90080-g, 10.1016000862239290080g
10.1016/0009-2509(80)85036-6, 10.10160009250980850366
10.1016/0009-2509(83)80087-6, 10.10160009250983800876
10.1016/0009-2509(87)87021-5, 10.10160009250987870215
10.1016/0009-2509(90)80179-i, 10.1016000925099080179i
10.1016/0009-2509(92)85005-v, 10.1016000925099285005v
10.1016/0009-2509(96)00013-9, 10.10160009250996000139
10.1016/0011-2275(84)90001-8, 10.10160011227584900018
10.1016/0011-2275(87)90211-6, 10.10160011227587902116
10.1016/0039-6028(93)91088-7, 10.10160039602893910887
10.1016/0039-6028(95)01192-7, 10.10160039602895011927
10.1016/0167-2584(93)90608-L, 10.1016016725849390608l
10.1016/0378-3812(93)87146-r, 10.1016037838129387146r
10.1016/0378-3812(95)02965-6, 10.10160378381295029656
10.1016/0950-4214(94)80005-7, 10.10160950421494800057
10.1016/0950-4214(96)00014-X, 10.1016095042149600014x
10.1016/0956-9618(94)80019-7, 10.10160956961894800197
10.1016/j.aca.2013.03.071, 10.1016j.aca.2013.03.071
10.1016/j.apcata.2013.09.011, 10.1016j.apcata.2013.09.011
10.1016/j.apcata.2016.02.031, 10.1016j.apcata.2016.02.031
10.1016/j.apcata.2017.07.007, 10.1016j.apcata.2017.07.007
10.1016/j.apcatb.2015.11.017, 10.1016j.apcatb.2015.11.017
10.1016/j.apcatb.2015.11.035, 10.1016j.apcatb.2015.11.035
10.1016/j.apcatb.2016.12.025, 10.1016j.apcatb.2016.12.025
10.1016/j.apcatb.2017.03.069, 10.1016j.apcatb.2017.03.069
10.1016/j.apcatb.2017.07.003, 10.1016j.apcatb.2017.07.003
10.1016/j.apenergy.2013.06.041, 10.1016j.apenergy.2013.06.041
10.1016/j.apenergy.2013.08.073, 10.1016j.apenergy.2013.08.073
10.1016/j.apenergy.2015.01.081, 10.1016j.apenergy.2015.01.081
10.1016/j.apenergy.2015.03.123, 10.1016j.apenergy.2015.03.123
10.1016/j.apenergy.2016.06.146, 10.1016j.apenergy.2016.06.146
10.1016/j.applthermaleng.2010.03.028, 10.1016j.applthermaleng.2010.03.028
10.1016/j.applthermaleng.2015.03.040, 10.1016j.applthermaleng.2015.03.040
10.1016/j.apsusc.2008.11.072, 10.1016j.apsusc.2008.11.072
10.1016/j.apsusc.2009.12.067, 10.1016j.apsusc.2009.12.067
10.1016/j.apsusc.2009.12.090, 10.1016j.apsusc.2009.12.090
10.1016/j.apsusc.2009.12.120, 10.1016j.apsusc.2009.12.120
10.1016/j.apsusc.2012.10.040, 10.1016j.apsusc.2012.10.040
10.1016/j.apsusc.2012.11.109, 10.1016j.apsusc.2012.11.109
10.1016/j.apsusc.2013.07.068, 10.1016j.apsusc.2013.07.068
10.1016/j.apsusc.2015.05.186, 10.1016j.apsusc.2015.05.186
10.1016/j.apsusc.2015.10.215, 10.1016j.apsusc.2015.10.215
10.1016/j.apsusc.2016.04.029, 10.1016j.apsusc.2016.04.029
10.1016/j.apsusc.2016.06.112, 10.1016j.apsusc.2016.06.112
10.1016/j.apsusc.2016.11.069, 10.1016j.apsusc.2016.11.069
10.1016/j.apsusc.2016.11.214, 10.1016j.apsusc.2016.11.214
10.1016/j.apsusc.2017.03.164, 10.1016j.apsusc.2017.03.164
10.1016/j.apsusc.2017.04.137, 10.1016j.apsusc.2017.04.137
10.1016/j.apsusc.2017.05.226, 10.1016j.apsusc.2017.05.226
10.1016/j.apsusc.2017.06.028, 10.1016j.apsusc.2017.06.028
10.1016/j.apsusc.2017.06.143, 10.1016j.apsusc.2017.06.143
10.1016/j.apsusc.2017.07.049, 10.1016j.apsusc.2017.07.049
10.1016/j.apt.2011.07.002, 10.1016j.apt.2011.07.002
10.1016/j.bej.2016.12.005, 10.1016j.bej.2016.12.005
10.1016/j.biortech.2015.08.027, 10.1016j.biortech.2015.08.027
10.1016/j.biortech.2017.01.066, 10.1016j.biortech.2017.01.066
10.1016/j.biortech.2017.05.162, 10.1016j.biortech.2017.05.162
10.1016/j.biortech.2017.09.035, 10.1016j.biortech.2017.09.035
10.1016/j.cap.2015.06.011, 10.1016j.cap.2015.06.011
10.1016/j.carbon.2004.01.037, 10.1016j.carbon.2004.01.037
10.1016/j.carbon.2004.02.025, 10.1016j.carbon.2004.02.025
10.1016/j.carbon.2005.03.037, 10.1016j.carbon.2005.03.037
10.1016/j.carbon.2005.09.037, 10.1016j.carbon.2005.09.037
10.1016/j.carbon.2005.12.001, 10.1016j.carbon.2005.12.001
10.1016/j.carbon.2006.04.040, 10.1016j.carbon.2006.04.040
10.1016/j.carbon.2008.11.036, 10.1016j.carbon.2008.11.036
10.1016/j.carbon.2009.06.046, 10.1016j.carbon.2009.06.046
10.1016/j.carbon.2009.08.040, 10.1016j.carbon.2009.08.040
10.1016/j.carbon.2010.04.025, 10.1016j.carbon.2010.04.025
10.1016/j.carbon.2010.06.008, 10.1016j.carbon.2010.06.008
10.1016/j.carbon.2010.09.059, 10.1016j.carbon.2010.09.059
10.1016/j.carbon.2011.05.005, 10.1016j.carbon.2011.05.005
10.1016/j.carbon.2012.09.017, 10.1016j.carbon.2012.09.017
10.1016/j.carbon.2012.12.011, 10.1016j.carbon.2012.12.011
10.1016/j.carbon.2013.03.032, 10.1016j.carbon.2013.03.032
10.1016/j.carbon.2013.07.061, 10.1016j.carbon.2013.07.061
10.1016/j.carbon.2013.09.024, 10.1016j.carbon.2013.09.024
10.1016/j.carbon.2013.09.059, 10.1016j.carbon.2013.09.059
10.1016/j.carbon.2013.09.086, 10.1016j.carbon.2013.09.086
10.1016/j.carbon.2013.10.018, 10.1016j.carbon.2013.10.018
10.1016/j.carbon.2013.10.081, 10.1016j.carbon.2013.10.081
10.1016/j.carbon.2014.02.077, 10.1016j.carbon.2014.02.077
10.1016/j.carbon.2014.11.014, 10.1016j.carbon.2014.11.014
10.1016/j.carbon.2014.12.043, 10.1016j.carbon.2014.12.043
10.1016/j.carbon.2017.05.088, 10.1016j.carbon.2017.05.088
10.1016/j.carbon.2017.06.057, 10.1016j.carbon.2017.06.057
10.1016/j.carbpol.2017.02.012, 10.1016j.carbpol.2017.02.012
10.1016/j.carbpol.2017.08.048, 10.1016j.carbpol.2017.08.048
10.1016/j.catcom.2013.04.019, 10.1016j.catcom.2013.04.019
10.1016/j.catcom.2014.12.004, 10.1016j.catcom.2014.12.004
10.1016/j.catcom.2015.02.017, 10.1016j.catcom.2015.02.017
10.1016/j.catcom.2016.02.017, 10.1016j.catcom.2016.02.017
10.1016/j.catena.2016.06.029, 10.1016j.catena.2016.06.029
10.1016/j.cattod.2006.09.011, 10.1016j.cattod.2006.09.011
10.1016/j.cattod.2006.09.029, 10.1016j.cattod.2006.09.029
10.1016/j.cattod.2010.11.015, 10.1016j.cattod.2010.11.015
10.1016/j.cattod.2011.03.017, 10.1016j.cattod.2011.03.017
10.1016/j.cattod.2011.07.020, 10.1016j.cattod.2011.07.020
10.1016/j.cattod.2011.08.019, 10.1016j.cattod.2011.08.019
10.1016/j.cattod.2012.03.034, 10.1016j.cattod.2012.03.034
10.1016/j.cattod.2012.08.014, 10.1016j.cattod.2012.08.014
10.1016/j.cattod.2012.09.037, 10.1016j.cattod.2012.09.037
10.1016/j.cattod.2014.03.074, 10.1016j.cattod.2014.03.074
10.1016/j.cattod.2014.07.003, 10.1016j.cattod.2014.07.003
10.1016/j.cattod.2015.07.048, 10.1016j.cattod.2015.07.048
10.1016/j.cattod.2017.04.064, 10.1016j.cattod.2017.04.064
10.1016/j.cclet.2016.01.017, 10.1016j.cclet.2016.01.017
10.1016/j.cej.2008.07.034, 10.1016j.cej.2008.07.034
10.1016/j.cej.2009.10.067, 10.1016j.cej.2009.10.067
10.1016/j.cej.2010.01.059, 10.1016j.cej.2010.01.059
10.1016/j.cej.2010.04.024, 10.1016j.cej.2010.04.024
10.1016/j.cej.2010.07.041, 10.1016j.cej.2010.07.041
10.1016/j.cej.2010.08.026, 10.1016j.cej.2010.08.026
10.1016/j.cej.2010.12.056, 10.1016j.cej.2010.12.056
10.1016/j.cej.2011.01.096, 10.1016j.cej.2011.01.096
10.1016/j.cej.2011.04.019, 10.1016j.cej.2011.04.019
10.1016/j.cej.2011.07.051, 10.1016j.cej.2011.07.051
10.1016/j.cej.2011.11.048, 10.1016j.cej.2011.11.048
10.1016/j.cej.2012.01.104, 10.1016j.cej.2012.01.104
10.1016/j.cej.2012.02.026, 10.1016j.cej.2012.02.026
10.1016/j.cej.2012.03.025, 10.1016j.cej.2012.03.025
10.1016/j.cej.2012.04.071, 10.1016j.cej.2012.04.071
10.1016/j.cej.2013.01.002, 10.1016j.cej.2013.01.002
10.1016/j.cej.2013.06.036, 10.1016j.cej.2013.06.036
10.1016/j.cej.2014.06.099, 10.1016j.cej.2014.06.099
10.1016/j.cej.2014.07.119, 10.1016j.cej.2014.07.119
10.1016/j.cej.2014.09.123, 10.1016j.cej.2014.09.123
10.1016/j.cej.2015.01.092, 10.1016j.cej.2015.01.092
10.1016/j.cej.2015.02.041, 10.1016j.cej.2015.02.041
10.1016/j.cej.2015.02.088, 10.1016j.cej.2015.02.088
10.1016/j.cej.2015.03.127, 10.1016j.cej.2015.03.127
10.1016/j.cej.2015.04.081, 10.1016j.cej.2015.04.081
10.1016/j.cej.2015.04.087, 10.1016j.cej.2015.04.087
10.1016/j.cej.2015.06.044, 10.1016j.cej.2015.06.044
10.1016/j.cej.2015.07.020, 10.1016j.cej.2015.07.020
10.1016/j.cej.2015.09.023, 10.1016j.cej.2015.09.023
10.1016/j.cej.2015.10.057, 10.1016j.cej.2015.10.057
10.1016/j.cej.2016.03.075, 10.1016j.cej.2016.03.075
10.1016/j.cej.2016.05.005, 10.1016j.cej.2016.05.005
10.1016/j.cej.2016.09.030, 10.1016j.cej.2016.09.030
10.1016/j.cej.2016.09.046, 10.1016j.cej.2016.09.046
10.1016/j.cej.2016.10.058, 10.1016j.cej.2016.10.058
10.1016/j.cej.2016.10.084, 10.1016j.cej.2016.10.084
10.1016/j.cej.2016.11.112, 10.1016j.cej.2016.11.112
10.1016/j.cej.2016.12.019, 10.1016j.cej.2016.12.019
10.1016/j.cej.2016.12.037, 10.1016j.cej.2016.12.037
10.1016/j.cej.2016.12.082, 10.1016j.cej.2016.12.082
10.1016/j.cej.2017.01.121, 10.1016j.cej.2017.01.121
10.1016/j.cej.2017.02.073, 10.1016j.cej.2017.02.073
10.1016/j.cej.2017.04.079, 10.1016j.cej.2017.04.079
10.1016/j.cej.2017.05.052, 10.1016j.cej.2017.05.052
10.1016/j.cej.2017.06.074, 10.1016j.cej.2017.06.074
10.1016/j.cej.2017.06.112, 10.1016j.cej.2017.06.112
10.1016/j.cej.2017.06.141, 10.1016j.cej.2017.06.141
10.1016/j.cej.2017.07.035, 10.1016j.cej.2017.07.035
10.1016/j.cej.2017.07.044, 10.1016j.cej.2017.07.044
10.1016/j.cej.2018.07.100, 10.1016j.cej.2018.07.100
10.1016/j.cej.2018.07.104, 10.1016j.cej.2018.07.104
10.1016/j.cej.2018.08.119, 10.1016j.cej.2018.08.119
10.1016/j.cej.2018.11.118, 10.1016j.cej.2018.11.118
10.1016/j.cej.2019.03.234, 10.1016j.cej.2019.03.234
10.1016/j.cej.2019.04.094, 10.1016j.cej.2019.04.094
10.1016/j.cej.2019.121931, 10.1016j.cej.2019.121931
10.1016/j.cej.2019.122509, 10.1016j.cej.2019.122509
10.1016/j.cej.2019.123251, 10.1016j.cej.2019.123251
10.1016/j.cep.2011.12.011, 10.1016j.cep.2011.12.011
10.1016/j.ceramint.2016.09.050, 10.1016j.ceramint.2016.09.050
10.1016/j.ces.2007.11.021, 10.1016j.ces.2007.11.021
10.1016/j.ces.2009.04.010, 10.1016j.ces.2009.04.010
10.1016/j.ces.2009.05.039, 10.1016j.ces.2009.05.039
10.1016/j.ces.2010.02.005, 10.1016j.ces.2010.02.005
10.1016/j.ces.2010.02.048, 10.1016j.ces.2010.02.048
10.1016/j.ces.2010.10.002, 10.1016j.ces.2010.10.002
10.1016/j.ces.2011.03.046, 10.1016j.ces.2011.03.046
10.1016/j.ces.2011.09.009, 10.1016j.ces.2011.09.009
10.1016/j.ces.2011.11.001, 10.1016j.ces.2011.11.001
10.1016/j.ces.2013.03.006, 10.1016j.ces.2013.03.006
10.1016/j.ces.2013.03.055, 10.1016j.ces.2013.03.055
10.1016/j.ces.2014.06.048, 10.1016j.ces.2014.06.048
10.1016/j.ces.2014.07.008, 10.1016j.ces.2014.07.008
10.1016/j.ces.2014.08.039, 10.1016j.ces.2014.08.039
10.1016/j.ces.2014.10.010, 10.1016j.ces.2014.10.010
10.1016/j.ces.2014.10.028, 10.1016j.ces.2014.10.028
10.1016/j.ces.2014.11.058, 10.1016j.ces.2014.11.058
10.1016/j.ces.2014.12.001, 10.1016j.ces.2014.12.001
10.1016/j.ces.2015.03.016, 10.1016j.ces.2015.03.016
10.1016/j.ces.2015.06.064, 10.1016j.ces.2015.06.064
10.1016/j.ces.2016.02.007, 10.1016j.ces.2016.02.007
10.1016/j.ces.2016.05.021, 10.1016j.ces.2016.05.021
10.1016/j.ces.2016.07.033, 10.1016j.ces.2016.07.033
10.1016/j.ces.2016.08.026, 10.1016j.ces.2016.08.026
10.1016/j.ces.2017.01.003, 10.1016j.ces.2017.01.003
10.1016/j.ces.2017.01.071, 10.1016j.ces.2017.01.071
10.1016/j.ces.2019.115355, 10.1016j.ces.2019.115355
10.1016/j.chemosphere.2016.11.114, 10.1016j.chemosphere.2016.11.114
10.1016/j.chemosphere.2017.03.005, 10.1016j.chemosphere.2017.03.005
10.1016/j.chemosphere.2017.03.073, 10.1016j.chemosphere.2017.03.073
10.1016/j.chemosphere.2017.05.033, 10.1016j.chemosphere.2017.05.033
10.1016/j.chemosphere.2017.05.146, 10.1016j.chemosphere.2017.05.146
10.1016/j.chemphys.2008.03.034, 10.1016j.chemphys.2008.03.034
10.1016/j.chemphys.2013.11.004, 10.1016j.chemphys.2013.11.004
10.1016/j.chemphys.2015.07.019, 10.1016j.chemphys.2015.07.019
10.1016/j.cherd.2017.06.034, 10.1016j.cherd.2017.06.034
10.1016/j.chroma.2012.12.015, 10.1016j.chroma.2012.12.015
10.1016/j.chroma.2014.10.036, 10.1016j.chroma.2014.10.036
10.1016/j.chroma.2015.04.061, 10.1016j.chroma.2015.04.061
10.1016/j.chroma.2017.06.012, 10.1016j.chroma.2017.06.012
10.1016/j.chroma.2017.08.023, 10.1016j.chroma.2017.08.023
10.1016/j.chroma.2017.09.024, 10.1016j.chroma.2017.09.024
10.1016/j.cis.2017.11.003, 10.1016j.cis.2017.11.003
10.1016/j.clay.2016.10.023, 10.1016j.clay.2016.10.023
10.1016/j.clay.2016.12.016, 10.1016j.clay.2016.12.016
10.1016/j.clay.2016.12.020, 10.1016j.clay.2016.12.020
10.1016/j.clay.2017.04.005, 10.1016j.clay.2017.04.005
10.1016/j.coal.2004.05.002, 10.1016j.coal.2004.05.002
10.1016/j.coal.2007.01.005, 10.1016j.coal.2007.01.005
10.1016/j.coal.2008.04.004, 10.1016j.coal.2008.04.004
10.1016/j.coal.2010.08.013, 10.1016j.coal.2010.08.013
10.1016/j.coal.2011.05.001, 10.1016j.coal.2011.05.001
10.1016/j.coal.2013.01.001, 10.1016j.coal.2013.01.001
10.1016/j.coal.2013.02.005, 10.1016j.coal.2013.02.005
10.1016/j.coal.2013.11.009, 10.1016j.coal.2013.11.009
10.1016/j.coal.2014.07.010, 10.1016j.coal.2014.07.010
10.1016/j.coal.2017.05.005, 10.1016j.coal.2017.05.005
10.1016/j.colsurfa.2003.10.025, 10.1016j.colsurfa.2003.10.025
10.1016/j.colsurfa.2006.10.008, 10.1016j.colsurfa.2006.10.008
10.1016/j.colsurfa.2007.06.040, 10.1016j.colsurfa.2007.06.040
10.1016/j.colsurfa.2009.08.025, 10.1016j.colsurfa.2009.08.025
10.1016/j.colsurfa.2011.02.016, 10.1016j.colsurfa.2011.02.016
10.1016/j.colsurfa.2012.11.067, 10.1016j.colsurfa.2012.11.067
10.1016/j.colsurfa.2012.12.015, 10.1016j.colsurfa.2012.12.015
10.1016/j.colsurfa.2013.03.025, 10.1016j.colsurfa.2013.03.025
10.1016/j.colsurfa.2013.12.047, 10.1016j.colsurfa.2013.12.047
10.1016/j.colsurfa.2014.09.017, 10.1016j.colsurfa.2014.09.017
10.1016/j.colsurfa.2015.09.020, 10.1016j.colsurfa.2015.09.020
10.1016/j.colsurfa.2016.10.025, 10.1016j.colsurfa.2016.10.025
10.1016/j.colsurfa.2017.02.017, 10.1016j.colsurfa.2017.02.017
10.1016/j.colsurfa.2017.08.041, 10.1016j.colsurfa.2017.08.041
10.1016/j.comptc.2012.02.023, 10.1016j.comptc.2012.02.023
10.1016/j.comptc.2015.03.007, 10.1016j.comptc.2015.03.007
10.1016/j.cpc.2015.11.016, 10.1016j.cpc.2015.11.016
10.1016/j.cplett.2010.11.086, 10.1016j.cplett.2010.11.086
10.1016/j.crci.2012.09.001, 10.1016j.crci.2012.09.001
10.1016/j.desal.2005.09.018, 10.1016j.desal.2005.09.018
10.1016/j.diamond.2010.02.032, 10.1016j.diamond.2010.02.032
10.1016/j.ecoenv.2017.04.011, 10.1016j.ecoenv.2017.04.011
10.1016/j.ecoenv.2017.06.063, 10.1016j.ecoenv.2017.06.063
10.1016/j.egypro.2009.01.166, 10.1016j.egypro.2009.01.166
10.1016/j.egypro.2009.01.223, 10.1016j.egypro.2009.01.223
10.1016/j.egypro.2011.01.090, 10.1016j.egypro.2011.01.090
10.1016/j.egypro.2013.05.082, 10.1016j.egypro.2013.05.082
10.1016/j.egypro.2013.05.098, 10.1016j.egypro.2013.05.098
10.1016/j.egypro.2014.11.620, 10.1016j.egypro.2014.11.620
10.1016/j.electacta.2013.10.190, 10.1016j.electacta.2013.10.190
10.1016/j.electacta.2014.11.093, 10.1016j.electacta.2014.11.093
10.1016/j.electacta.2015.05.030, 10.1016j.electacta.2015.05.030
10.1016/j.electacta.2015.05.111, 10.1016j.electacta.2015.05.111
10.1016/j.electacta.2015.07.130, 10.1016j.electacta.2015.07.130
10.1016/j.electacta.2015.08.088, 10.1016j.electacta.2015.08.088
10.1016/j.enconman.2009.01.014, 10.1016j.enconman.2009.01.014
10.1016/j.enconman.2016.03.075, 10.1016j.enconman.2016.03.075
10.1016/j.energy.2010.02.010, 10.1016j.energy.2010.02.010
10.1016/j.energy.2014.08.033, 10.1016j.energy.2014.08.033
10.1016/j.energy.2014.11.022, 10.1016j.energy.2014.11.022
10.1016/j.energy.2015.08.096, 10.1016j.energy.2015.08.096
10.1016/j.ensm.2016.10.006, 10.1016j.ensm.2016.10.006
10.1016/j.eurpolymj.2014.12.018, 10.1016j.eurpolymj.2014.12.018
10.1016/j.fluid.2004.08.014, 10.1016j.fluid.2004.08.014
10.1016/j.fluid.2005.06.012, 10.1016j.fluid.2005.06.012
10.1016/j.fluid.2006.06.014, 10.1016j.fluid.2006.06.014
10.1016/j.fluid.2007.06.030, 10.1016j.fluid.2007.06.030
10.1016/j.fluid.2007.07.042, 10.1016j.fluid.2007.07.042
10.1016/j.fluid.2010.01.016, 10.1016j.fluid.2010.01.016
10.1016/j.fluid.2013.09.047, 10.1016j.fluid.2013.09.047
10.1016/j.fluid.2013.10.050, 10.1016j.fluid.2013.10.050
10.1016/j.fluid.2013.11.029, 10.1016j.fluid.2013.11.029
10.1016/j.fluid.2014.08.020, 10.1016j.fluid.2014.08.020
10.1016/j.fluid.2016.09.008, 10.1016j.fluid.2016.09.008
10.1016/j.fuel.2003.11.005, 10.1016j.fuel.2003.11.005
10.1016/j.fuel.2005.05.002, 10.1016j.fuel.2005.05.002
10.1016/j.fuel.2012.06.016, 10.1016j.fuel.2012.06.016
10.1016/j.fuel.2013.10.042, 10.1016j.fuel.2013.10.042
10.1016/j.fuel.2013.11.051, 10.1016j.fuel.2013.11.051
10.1016/j.fuel.2014.01.053, 10.1016j.fuel.2014.01.053
10.1016/j.fuel.2017.09.012, 10.1016j.fuel.2017.09.012
10.1016/j.fuproc.2012.03.006, 10.1016j.fuproc.2012.03.006
10.1016/j.fuproc.2013.01.001, 10.1016j.fuproc.2013.01.001
10.1016/j.fuproc.2013.10.024, 10.1016j.fuproc.2013.10.024
10.1016/j.fuproc.2014.10.030, 10.1016j.fuproc.2014.10.030
10.1016/j.fuproc.2015.10.038, 10.1016j.fuproc.2015.10.038
10.1016/j.fuproc.2017.06.009, 10.1016j.fuproc.2017.06.009
10.1016/j.ica.2012.02.002, 10.1016j.ica.2012.02.002
10.1016/j.ica.2013.07.024, 10.1016j.ica.2013.07.024
10.1016/j.ica.2015.03.011, 10.1016j.ica.2015.03.011
10.1016/j.ijbiomac.2016.10.059, 10.1016j.ijbiomac.2016.10.059
10.1016/j.ijbiomac.2017.06.081, 10.1016j.ijbiomac.2017.06.081
10.1016/j.ijggc.2009.04.005, 10.1016j.ijggc.2009.04.005
10.1016/j.ijggc.2011.10.007, 10.1016j.ijggc.2011.10.007
10.1016/j.ijggc.2012.06.013, 10.1016j.ijggc.2012.06.013
10.1016/j.ijggc.2013.01.009, 10.1016j.ijggc.2013.01.009
10.1016/j.ijggc.2013.08.013, 10.1016j.ijggc.2013.08.013
10.1016/j.ijheatmasstransfer.2012.07.068, 10.1016j.ijheatmasstransfer.2012.07.068
10.1016/j.ijhydene.2007.05.014, 10.1016j.ijhydene.2007.05.014
10.1016/j.ijhydene.2007.10.047, 10.1016j.ijhydene.2007.10.047
10.1016/j.ijhydene.2008.09.053, 10.1016j.ijhydene.2008.09.053
10.1016/j.ijhydene.2008.11.048, 10.1016j.ijhydene.2008.11.048
10.1016/j.ijhydene.2009.01.079, 10.1016j.ijhydene.2009.01.079
10.1016/j.ijhydene.2009.01.082, 10.1016j.ijhydene.2009.01.082
10.1016/j.ijhydene.2009.01.092, 10.1016j.ijhydene.2009.01.092
10.1016/j.ijhydene.2009.10.001, 10.1016j.ijhydene.2009.10.001
10.1016/j.ijhydene.2009.11.089, 10.1016j.ijhydene.2009.11.089
10.1016/j.ijhydene.2009.12.180, 10.1016j.ijhydene.2009.12.180
10.1016/j.ijhydene.2010.02.114, 10.1016j.ijhydene.2010.02.114
10.1016/j.ijhydene.2010.04.066, 10.1016j.ijhydene.2010.04.066
10.1016/j.ijhydene.2010.07.089, 10.1016j.ijhydene.2010.07.089
10.1016/j.ijhydene.2010.09.057, 10.1016j.ijhydene.2010.09.057
10.1016/j.ijhydene.2010.12.043, 10.1016j.ijhydene.2010.12.043
